,id,class
80,1082382199368966144,3.0
81,1084162682813628418,1.0
82,1084943919790649345,1.0
83,1084350896555868160,1.0
84,1084803753780396032,3.0
85,1083773947727020032,3.0
86,1084195913877372930,1.0
87,1082328027244257286,3.0
88,1083402827475681281,3.0
89,1084194543870857219,1.0
90,1082334341466898432,1.0
91,1083487697757523968,1.0
92,1082441402494173184,3.0
93,1083246772745584640,3.0
94,1084354218373328896,2.0
95,1082777039441149953,3.0
96,1085555013664100357,1.0
97,1084468597869682688,1.0
98,1104083718279438339,1.0
99,1104032394561155072,1.0
100,1104079993255137280,1.0
101,1104034126255087616,1.0
102,1104109741318594562,1.0
103,1103979398976466944,3.0
104,1104100596200689664,1.0
105,1103969368130682880,1.0
106,1104139616452571136,3.0
107,1104195355606990849,3.0
108,1104118934725365766,1.0
109,1104231743702347776,1.0
110,1104077268329156609,3.0
111,1104109843881828352,3.0
112,1103982377888632832,3.0
113,1104057212622856193,1.0
114,1104095375030452224,3.0
115,1104115181842546726,3.0
116,1104120587843067905,1.0
117,1104160472906035200,3.0
118,1104118117284933633,1.0
119,1104167810530492416,3.0
120,1104047289188917253,1.0
121,1104043807065161728,1.0
122,1104180318309888000,3.0
123,1103962875029184512,1.0
124,1104087794505445376,3.0
125,1104004331337105409,1.0
126,1104024661535408128,3.0
127,1104046080306671616,1.0
128,1104154042366857217,3.0
129,1104114766920986632,1.0
130,1104067963752275968,1.0
131,1104099320482148357,1.0
132,1104121156192358408,1.0
133,1104135512758075392,1.0
134,1104160838913572864,1.0
135,1104047101812588546,1.0
136,1103969472350732289,3.0
137,1104108677059928065,3.0
138,1103978276148645888,3.0
139,1104063647901540354,3.0
140,1104063784698740738,3.0
141,1104112865596882945,1.0
142,1104064147216572417,1.0
143,1104126875390144517,1.0
144,1104194443375271936,1.0
145,1103959696145371138,1.0
146,1104053332694482947,1.0
147,1103986626588561408,3.0
148,1104099677278998528,3.0
149,1104107749846200321,1.0
150,1104099336181465088,1.0
151,1104083912127598593,1.0
152,1104138932521000961,1.0
153,1104152958785200129,3.0
154,1104104971644088320,3.0
155,1104155151529639940,3.0
156,1104096308418236417,1.0
157,1104112669450256384,1.0
158,1104019608061861888,3.0
159,1104132451088171009,3.0
160,1104077834312732672,3.0
161,1103988771790508036,1.0
162,1104130234725687297,1.0
163,1104011144086388736,1.0
164,1104211776089063426,1.0
165,1104144011907006464,1.0
166,1104082569237270529,1.0
167,1104067146664079360,1.0
168,1104131198039789569,1.0
169,1104040741880414208,3.0
170,1104135258964922368,1.0
171,1103999625613242369,1.0
172,1104131125465759745,1.0
173,1104127684689436673,1.0
174,1104000601552310273,1.0
175,1104025568914391041,3.0
176,1104113834774724614,1.0
177,1104067902418886657,1.0
178,1104114623169609729,1.0
179,1103977580821127170,3.0
180,1103981307674152960,3.0
181,1104151065715458053,1.0
182,1104121502457315335,3.0
183,1104102784931115008,1.0
184,1104069001880223744,3.0
185,1103981190443343873,1.0
186,1104144830144352256,3.0
187,1104091462055182336,1.0
188,1104123144745484288,3.0
189,1104008335827845120,1.0
190,1104108513629007879,1.0
191,1104131400893116418,1.0
192,1104149305676447745,1.0
193,1104118041024049153,1.0
194,1104161102412369920,1.0
195,1104051672177876992,1.0
196,1104255479465811969,1.0
197,1104173742589128704,1.0
198,1104019705533206528,1.0
199,1104069325797888000,1.0
200,1103874344701222913,1.0
201,1103930943792865280,3.0
202,1103998009191399424,1.0
203,1103959120703557632,1.0
204,1103927117941596161,3.0
205,1104001001613393920,3.0
206,1103903823733567488,1.0
207,1104029753613406210,3.0
208,1103960891912011776,3.0
209,1104001319650635777,1.0
210,1104007134264594432,1.0
211,1104056528879837185,1.0
212,1104044944946327554,3.0
213,1104007313134964736,3.0
214,1103904021885009920,3.0
215,1103965655223668736,3.0
216,1104063892429393921,3.0
217,1103936850262024192,1.0
218,1103965488944685057,3.0
219,1103934961684369408,3.0
220,1104137642713714690,3.0
221,1103976219043872768,1.0
222,1103863335936647169,1.0
223,1104008141052801024,1.0
224,1103971521196888064,1.0
225,1104054498018951174,1.0
226,1103927443939704834,3.0
227,1103933687983366151,1.0
228,1103935535502974977,3.0
229,1103943402964561920,3.0
230,1103970960728834050,3.0
231,1103935163669479424,1.0
232,1103963364647202816,3.0
233,1103917665419063299,2.0
234,1104135578717700097,3.0
235,1103934977270407168,1.0
236,1103957236509011968,3.0
237,1104012022776283136,3.0
238,1103995524364070913,3.0
239,1104050998484586497,3.0
240,1103934969733238784,1.0
241,1103879022180589568,3.0
242,1103969795131785217,3.0
243,1103916305864773634,3.0
244,1104028915570561026,3.0
245,1103967833929715712,3.0
246,1103928649877581824,3.0
247,1104018464744919045,2.0
248,1103895167960936449,3.0
249,1103940310999064576,3.0
250,1103931401307484160,3.0
251,1103982404396556288,1.0
252,1103885947551113216,3.0
253,1104020157293363201,3.0
254,1104061424417099779,1.0
255,1104060894240219139,3.0
256,1103938278258958337,3.0
257,1103986250200113158,1.0
258,1104006447229255685,3.0
259,1103956076028932096,3.0
260,1103968428828884993,3.0
261,1103984042385555456,1.0
262,1104202586738036737,3.0
263,1103942113505497089,3.0
264,1103964245954363392,1.0
265,1103981020880269312,3.0
266,1103970953502044161,3.0
267,1104075456373051392,3.0
268,1103979386791849984,3.0
269,1104180288802955264,3.0
270,1103999900214353920,1.0
271,1104006323790888961,3.0
272,1103955716409307136,3.0
273,1103937550266191872,3.0
274,1103965712262025221,1.0
275,1103907424073744384,3.0
276,1103982468980461569,3.0
277,1103962352771391489,3.0
278,1103966672728281088,3.0
279,1103979765470556160,1.0
280,1103930283521302529,3.0
281,1103973283605696513,1.0
282,1103997805201444866,3.0
283,1103969655054573570,3.0
284,1103953817891205120,3.0
285,1104047002021711872,3.0
286,1103995108695990272,1.0
287,1103894288214110208,1.0
288,1103949441738960896,1.0
289,1103976798889615360,3.0
290,1103926332063330305,3.0
291,1103981780129013760,3.0
292,1103968278358228992,3.0
293,1103960362704084992,3.0
294,1103975162880364544,3.0
295,1101431500006981633,3.0
296,1101490005137154049,3.0
297,1101447685440184321,3.0
298,1101540664423206913,3.0
299,1101457599197863936,3.0
300,1101563887151955968,3.0
301,1101950653734309888,3.0
302,1101503890917388293,1.0
303,1101452565580079104,3.0
304,1101442232740167680,3.0
305,1102289385092014080,3.0
306,1101501354038755329,3.0
307,1101485157553504256,3.0
308,1101477196726763520,3.0
309,1101521449246838784,3.0
310,1101567565585891329,1.0
311,1101461178679730176,1.0
312,1101454955142094849,1.0
313,1101577267942051841,3.0
314,1101446348249939970,1.0
315,1101466961689698304,1.0
316,1101548554227777536,1.0
317,1101499804931244033,3.0
318,1101514838772236289,3.0
319,1101573922137538560,3.0
320,1101520323088924677,1.0
321,1101529160357462021,3.0
322,1101501503892848640,1.0
323,1101489193958674433,3.0
324,1101560234462593024,1.0
325,1101500162042671105,1.0
326,1101509751379243008,3.0
327,1101547109176745984,3.0
328,1101434536511053830,3.0
329,1101526790693101573,1.0
330,1101469672531263488,3.0
331,1101523607220613120,1.0
332,1101461354907607040,1.0
333,1101519380599443456,1.0
334,1101454051391221760,1.0
335,1101582393947971584,3.0
336,1101460664361631745,1.0
337,1101577313760829441,3.0
338,1101526876751912962,1.0
339,1101575114385211392,3.0
340,1101523507396128773,1.0
341,1101451445453447168,1.0
342,1101506765202620417,3.0
343,1101521779636555776,3.0
344,1101557158238453761,1.0
345,1101552718110437379,3.0
346,1101558881367609344,3.0
347,1101549494120996864,3.0
348,1101430613855399936,3.0
349,1101513133569556480,3.0
350,1101451379682492418,3.0
351,1101572064648089600,3.0
352,1101478824804536320,3.0
353,1101434832293384193,1.0
354,1101567452985597952,3.0
355,1101460313159946240,3.0
356,1101470570527494144,3.0
357,1101507496278134784,3.0
358,1101535598182047744,1.0
359,1101564846192148480,1.0
360,1101452661340209154,3.0
361,1101461504900169729,3.0
362,1101553208877596672,3.0
363,1101527349269590016,3.0
364,1101475030674874368,3.0
365,1101480568116502528,3.0
366,1101580355361013760,3.0
367,1101497380283826178,3.0
368,1101440772396802048,3.0
369,1101486827763126272,1.0
370,1101575915136565249,1.0
371,1101437980886089728,3.0
372,1101518593869647873,1.0
373,1101448665875562496,3.0
374,1101880549227094017,1.0
375,1101486696242270213,3.0
376,1101501815626059777,1.0
377,1101437925869408257,3.0
378,1101528078684168193,3.0
379,1101574109543231488,3.0
380,1101555723509661697,3.0
381,1101555684183891970,3.0
382,1101499350138658817,3.0
383,1101526969433444356,2.0
384,1101474094028152833,3.0
385,1101580432070623238,1.0
386,1101448298689368064,1.0
387,1101579876010729472,3.0
388,1101515580417429504,3.0
389,1101548968771760128,1.0
390,1101499732822818816,3.0
391,1101746431780667393,3.0
392,1097225469848625152,1.0
393,1097192427348205569,1.0
394,1097197103523209218,3.0
395,1097299580163706882,1.0
396,1097197934175838208,1.0
397,1097267859582078976,1.0
398,1097199680683937792,3.0
399,1097207474883649537,1.0
400,1097903798029307904,3.0
401,1097232038824951808,3.0
402,1097290064818855947,1.0
403,1097195068031684610,3.0
404,1097227239433883648,2.0
405,1097199827639848961,1.0
406,1097854398787657730,1.0
407,1097195591380160513,1.0
408,1097250619692408836,1.0
409,1097303679424704513,1.0
410,1097337304610410497,3.0
411,1097230805208875011,1.0
412,1097203633534443526,1.0
413,1097195206947074050,2.0
414,1097224759153168389,3.0
415,1097188168355459073,1.0
416,1099084088286343168,3.0
417,1097289851215536129,1.0
418,1097192180454752256,1.0
419,1097216561763532800,1.0
420,1097204049445879809,1.0
421,1097223164235517952,1.0
422,1097233623839850497,3.0
423,1097822209593274369,1.0
424,1097252459813195778,1.0
425,1097200214056812544,1.0
426,1097205137876099073,3.0
427,1097226518584004613,1.0
428,1097218782567821312,3.0
429,1097233343089913856,1.0
430,1097299335384051713,3.0
431,1097274544723759104,1.0
432,1097218396863770624,1.0
433,1097239890037755905,1.0
434,1097206234531446784,1.0
435,1097627968787173376,1.0
436,1097228250470862848,3.0
437,1097393715331690496,1.0
438,1097191196588429312,1.0
439,1097210079516995584,1.0
440,1097195621797249024,1.0
441,1097208181384712192,1.0
442,1097190094354694144,3.0
443,1097210329338122241,3.0
444,1097527338366103554,3.0
445,1097243923599233024,1.0
446,1097208298548416514,1.0
447,1098223466568916994,2.0
448,1097202981769019392,1.0
449,1097154606096883712,1.0
450,1097231584523112448,3.0
451,1097248274782842885,1.0
452,1097278204497330176,3.0
453,1097191178360029184,3.0
454,1097785669508841472,1.0
455,1097190019113074690,1.0
456,1097217305820495872,1.0
457,1097208504883073024,1.0
458,1097314079859974145,1.0
459,1097189644876333057,1.0
460,1097276750642536448,1.0
461,1097201440051867649,1.0
462,1097465182064914432,1.0
463,1097194435274817536,1.0
464,1097255068385054721,1.0
465,1097575548925235201,3.0
466,1097250678597144577,1.0
467,1097193911360110592,3.0
468,1097210864107704320,1.0
469,1097266630495744000,1.0
470,1097200549072646147,1.0
471,1097259080069058560,1.0
472,1097198162467540992,1.0
473,1097197139480985601,1.0
474,1097260943401209857,1.0
475,1097229255279341570,1.0
476,1097592756707434496,1.0
477,1097192233458155520,1.0
478,1097081667536252928,1.0
479,1097233284923305987,1.0
480,1097237251099025408,3.0
481,1097194611519488005,1.0
482,1097200777456697344,3.0
483,1097198267291656192,1.0
484,1097185727962599424,1.0
485,1097004390437842945,1.0
486,1097130433312157704,1.0
487,1097047108232900608,1.0
488,1096813927529398272,1.0
489,1096835306383388672,1.0
490,1096826134401028097,1.0
491,1096817235853754368,1.0
492,1096887750115147776,3.0
493,1096883834359025664,1.0
494,1096834024788684803,1.0
495,1097114035844272131,1.0
496,1096810494193750017,1.0
497,1096824887510003712,1.0
498,1096863932353052673,1.0
499,1096814370183696384,1.0
500,1096855409200193537,1.0
501,1097140375695867904,1.0
502,1096924464644845568,1.0
503,1097130554858848258,1.0
504,1097082132227387392,1.0
505,1096824578343620609,3.0
506,1096999367809077248,1.0
507,1096860351033942018,1.0
508,1096973313983873024,1.0
509,1096938949229142016,1.0
510,1096899163609096192,1.0
511,1096878427007791105,1.0
512,1096912039191212037,1.0
513,1096846460082180099,1.0
514,1097088379500593152,1.0
515,1096822929017454594,1.0
516,1096889452809674752,1.0
517,1096874940043837442,1.0
518,1096938997283209216,1.0
519,1096849381121290240,1.0
520,1097047202227208193,1.0
521,1096889265475198976,1.0
522,1097070428701540352,1.0
523,1097084557600407552,1.0
524,1096867163028242438,1.0
525,1097062499063611393,1.0
526,1097285567660855301,1.0
527,1096931678168190976,1.0
528,1096816261265321989,1.0
529,1096851379052838913,1.0
530,1096829834913894400,1.0
531,1096849883263307779,1.0
532,1097153913239818242,1.0
533,1096846056678219776,1.0
534,1097019451751518213,1.0
535,1096882739867992070,1.0
536,1096836636539793416,3.0
537,1096877561936859141,1.0
538,1096906974099329025,1.0
539,1096887962653081600,1.0
540,1096799423345115136,1.0
541,1096918296543268864,1.0
542,1096834250073100288,3.0
543,1096814108270305280,1.0
544,1097123405059510272,1.0
545,1097138024796831744,1.0
546,1096868094033711107,1.0
547,1097046057987522560,1.0
548,1096814276789133312,1.0
549,1096898678592286720,1.0
550,1096907222112595968,1.0
551,1097157821928538112,1.0
552,1096846888203153408,1.0
553,1096838468825681921,1.0
554,1096849948610621453,1.0
555,1096898904967335936,1.0
556,1096794553724604418,1.0
557,1096836294813061120,1.0
558,1097083602825891841,1.0
559,1096889145849462784,1.0
560,1096901762781458434,1.0
561,1097187161357647878,1.0
562,1096903099451695104,1.0
563,1097217371926917121,1.0
564,1096908349935882240,1.0
565,1096975347680190466,1.0
566,1096823264951840768,1.0
567,1096907689001734145,1.0
568,1096860031021133824,1.0
569,1096846101125066752,1.0
570,1097176961896595456,1.0
571,1096901973717204994,1.0
572,1096968187843960832,1.0
573,1096919836880441345,1.0
574,1096876489352642561,1.0
575,1096864097902186496,1.0
576,1097200588528541696,1.0
577,1097082734017679361,1.0
578,1096815086147158018,1.0
579,1096898871354105864,1.0
580,1097033859982680069,1.0
581,1096856846307131394,1.0
582,1096931350798626816,1.0
583,1097136592811114497,1.0
584,1097064381899264000,1.0
585,1096850282644979723,1.0
586,1096812418309738497,1.0
587,1096920608401702912,1.0
588,1097150301147144192,1.0
589,1096863666992021505,1.0
590,1097187140864274432,1.0
591,1096907082471784448,1.0
592,1096815027628244996,1.0
593,1096988567723741185,1.0
594,1096871956316590080,1.0
595,1096864350533550081,3.0
596,1097056163529658368,1.0
597,1096806267459387392,1.0
598,1096976063459180545,1.0
599,1096866774602182656,1.0
600,1096855687240527873,1.0
601,1096870700185501696,1.0
602,1096862317256556544,1.0
603,1097258564966670336,1.0
604,1096927386510200832,1.0
605,1096858525052137474,1.0
606,1096893344259760128,1.0
607,1096866309290242048,1.0
608,1096791077636489217,1.0
609,1096875239127044096,1.0
610,1096848637253111814,3.0
611,1096893504201129990,1.0
612,1096815387256205312,1.0
613,1096923823847497728,1.0
614,1096903466797142017,1.0
615,1096846038277726208,1.0
616,1096867218401513472,1.0
617,1097505160954298369,1.0
618,1096892525028302849,1.0
619,1097073009062490112,1.0
620,1096988341088800768,1.0
621,1096860401407533056,1.0
622,1096886808217092096,1.0
623,1096816588198690816,1.0
624,1097091990037106688,1.0
625,1096899309155614722,1.0
626,1096840121553506305,1.0
627,1097021446491201536,1.0
628,1096797140729368578,1.0
629,1096799051117408256,1.0
630,1096853730442530817,1.0
631,1096816151823335424,1.0
632,1096976125841031168,1.0
633,1096880324708130817,1.0
634,1096859655706419200,1.0
635,1096879716995350529,1.0
636,1097202000092168192,1.0
637,1096908288829153281,1.0
638,1097004130684555265,1.0
639,1096811914766753793,3.0
640,1097005886235656192,1.0
641,1097174055134863361,1.0
642,1096805071315177473,1.0
643,1096799913076318213,1.0
644,1097040267931197441,1.0
645,1096852136728715266,1.0
646,1096837701272244225,1.0
647,1097188929328025600,1.0
648,1097322482137210881,1.0
649,1097244802414989314,1.0
650,1097299381563342850,1.0
651,1097261148821434368,3.0
652,1097351893020540931,1.0
653,1097200698477998083,3.0
654,1097246426579513344,1.0
655,1097187590632017921,1.0
656,1097192307177279489,3.0
657,1097253803559129089,3.0
658,1097577823202615296,3.0
659,1097216020819918848,3.0
660,1097831968539099136,3.0
661,1097318231042338818,1.0
662,1097232561745682433,1.0
663,1097289482473226241,1.0
664,1097233142900015105,1.0
665,1097205625912741893,1.0
666,1097253607303458818,1.0
667,1097298273054937089,1.0
668,1097206866826928128,1.0
669,1097196836568395778,1.0
670,1097464515216752640,2.0
671,1097217643440943105,1.0
672,1097202395111714822,2.0
673,1097194708508516352,1.0
674,1097749294621360128,3.0
675,1097242643766091776,1.0
676,1097212557176291328,1.0
677,1097444461251043328,1.0
678,1097237763269767168,1.0
679,1097260263802318849,1.0
680,1097206667924697092,1.0
681,1097384280483905536,1.0
682,1097194894232350720,1.0
683,1097217197607399424,1.0
684,1097256131011985408,1.0
685,1097233407774478337,1.0
686,1097190778403737600,1.0
687,1097214864592986112,1.0
688,1097201369302425601,1.0
689,1097896231655915520,3.0
690,1097300748080156673,1.0
691,1097260864590278661,3.0
692,1097216846808473602,3.0
693,1097331112622391297,1.0
694,1097225550823940096,1.0
695,1097246416009904128,1.0
696,1097216610467831809,1.0
697,1097194768864591872,1.0
698,1097114307450544128,1.0
699,1098773322031161346,3.0
700,1097347239146676224,1.0
701,1097188393530863617,1.0
702,1097223370633023488,1.0
703,1097190263494197249,3.0
704,1097374198413049856,1.0
705,1097205355644370944,3.0
706,1097957266303709188,3.0
707,1097564105915944963,1.0
708,1097444988164689920,3.0
709,1101448430185050112,1.0
710,1101445449968508929,3.0
711,1101441520278953984,3.0
712,1101578290874273794,3.0
713,1101456654288240640,3.0
714,1101459568062857216,3.0
715,1101545626989481984,3.0
716,1101551195112513536,1.0
717,1101482209880535042,3.0
718,1101628635553980416,3.0
719,1101534818494541824,1.0
720,1102035182322941952,1.0
721,1101460935942774784,2.0
722,1101461007375966209,1.0
723,1101613196992040960,3.0
724,1101447571636133888,3.0
725,1101430626782248960,3.0
726,1101547644407693314,1.0
727,1101815277912760320,3.0
728,1101572929408696320,3.0
729,1101501263525695488,3.0
730,1101770466900041728,1.0
731,1101552828240351232,1.0
732,1101661138738204674,3.0
733,1101501868914679808,3.0
734,1101455850307272709,1.0
735,1101588135547469825,3.0
736,1101441595419881472,1.0
737,1101579139935551488,3.0
738,1101758602010861568,3.0
739,1101500446819135493,1.0
740,1101532099230793730,3.0
741,1101460615296675847,3.0
742,1101431425629343744,1.0
743,1101509540485517313,3.0
744,1101627616610697216,3.0
745,1101573308502413318,3.0
746,1101502007096020993,3.0
747,1101503083178270720,1.0
748,1101504471446765569,1.0
749,1101431724616110081,3.0
750,1101442993381404672,3.0
751,1101450329848250369,3.0
752,1101570158550761472,3.0
753,1101522513157341184,2.0
754,1102274911844909056,2.0
755,1101515628282855426,3.0
756,1101439401844973568,3.0
757,1101489028304646145,3.0
758,1101522581155397633,3.0
759,1101457201888198657,3.0
760,1101449749880864768,1.0
761,1101477100178018304,1.0
762,1101439424502685696,1.0
763,1101579248081481730,3.0
764,1101516254844604417,3.0
765,1101549221864452096,3.0
766,1101444728405610496,3.0
767,1101527253245149187,3.0
768,1101531981135925254,1.0
769,1101508555683844097,1.0
770,1104035195760640001,1.0
771,1103981424577835008,1.0
772,1103999645871685633,3.0
773,1104051613197570049,3.0
774,1104027048488652800,1.0
775,1103943287990296576,1.0
776,1104032899253395457,3.0
777,1103935379659345924,3.0
778,1103950421276667904,3.0
779,1104002490226360322,3.0
780,1104017589049745409,1.0
781,1104005505280811008,1.0
782,1103995536330375168,1.0
783,1104015276918616064,3.0
784,1104234363519201281,3.0
785,1104000908340482049,3.0
786,1103934375136124929,3.0
787,1104013898104139777,3.0
788,1103751200892219393,1.0
789,1104016788113813505,3.0
790,1103962721412923392,1.0
791,1103930203946905600,1.0
792,1103964947908911105,3.0
793,1103972075151212549,1.0
794,1104086292529405953,1.0
795,1103963948943060992,3.0
796,1104028772825743361,3.0
797,1103954312294744064,1.0
798,1103872567306117123,1.0
799,1103970026342834176,3.0
800,1103971595314479110,3.0
801,1103968307324047360,1.0
802,1103937846405025793,3.0
803,1103944857721208833,1.0
804,1104015152071000065,1.0
805,1103921056786464768,1.0
806,1103981552663494657,3.0
807,1103924676017811461,1.0
808,1103991125570928640,3.0
809,1104012637690621952,1.0
810,1103960049175707648,1.0
811,1103991871309791232,1.0
812,1104053287677030400,3.0
813,1104019654274703360,1.0
814,1103962499131551745,3.0
815,1103986550898130945,1.0
816,1104001632218595335,3.0
817,1104056794949865477,3.0
818,1103870496968331265,3.0
819,1104028571473981441,3.0
820,1103960029596651521,3.0
821,1103994402740019202,3.0
822,1103986165009604609,1.0
823,1103939063168458753,1.0
824,1103937914205921280,3.0
825,1103985002075901953,3.0
826,1103990236403634177,3.0
827,1103957996198088704,1.0
828,1103997437981741056,3.0
829,1104010737092042752,3.0
830,1104010513720270849,1.0
831,1104026884524961793,1.0
832,1103800455753281536,3.0
833,1104092392544718853,1.0
834,1103988279421091841,3.0
835,1104144264492171265,3.0
836,1104128568399929346,3.0
837,1103965121058144256,3.0
838,1104072344476233740,3.0
839,1104104674393817088,1.0
840,1104228586893045760,3.0
841,1104116571923013633,3.0
842,1104213049072930816,1.0
843,1103959685579923458,3.0
844,1103991970416992256,1.0
845,1104004835823763457,1.0
846,1104075439356760065,1.0
847,1104099855914487808,1.0
848,1104144540603240448,1.0
849,1104101826260099073,3.0
850,1104069624457580544,3.0
851,1104076545105248264,1.0
852,1104122019086520322,1.0
853,1104118018592919558,1.0
854,1104033429153333248,1.0
855,1104156498643615744,3.0
856,1104117341523202054,3.0
857,1104136735494234113,1.0
858,1104068481606135811,3.0
859,1104061812088160256,1.0
860,1103987952034738176,1.0
861,1103984979606933504,3.0
862,1104082523393609728,1.0
863,1104078049790885893,3.0
864,1104120178265243650,3.0
865,1104129437233278981,3.0
866,1103976813758431232,1.0
867,1104102217102123010,3.0
868,1104084284342747137,1.0
869,1104094792252907520,3.0
870,1104108526119669768,3.0
871,1104058880890408962,1.0
872,1104142204400881664,3.0
873,1104166589870551041,1.0
874,1104183898777501696,3.0
875,1104069280692355072,3.0
876,1103991297768075265,1.0
877,1103987854806523904,1.0
878,1104113730953068547,3.0
879,1104191100917637120,1.0
880,1103992831109226496,3.0
881,1104043658955902977,1.0
882,1104073472962105345,3.0
883,1104046960200372227,1.0
884,1104038513379561472,1.0
885,1104103349245349889,1.0
886,1104141017920532486,1.0
887,1104138327538704385,3.0
888,1104083420601303040,3.0
889,1104154962102235136,1.0
890,1104087905348272129,1.0
891,1104126594216534018,1.0
892,1103989921646297088,1.0
893,1082313089138245632,2.0
894,1084869201733607424,3.0
895,1084953137369227265,3.0
896,1082094376552157184,1.0
897,1083040001875759104,1.0
898,1082332558506033152,1.0
899,1082309834249330689,1.0
900,1082336189154242561,1.0
901,1082415875502862339,1.0
902,1084113191670558721,1.0
903,1083138198996467712,1.0
904,1082385042398240769,1.0
905,1083377759710339072,3.0
906,1082645237162487809,2.0
907,1083231579311403008,1.0
908,1085259325780774912,3.0
909,1083682004758118400,2.0
910,1082367246268284933,1.0
911,1083431345479737344,1.0
912,1085041787104886784,3.0
913,1083770660403462144,1.0
914,1082419529567866880,1.0
915,1082553818041196545,1.0
916,1084254467153936386,1.0
917,1084449617004109824,1.0
918,1082467416439959552,1.0
919,1082639505700593665,1.0
920,1082795834754940928,1.0
921,1082268313164619776,1.0
922,1083688783248351233,2.0
923,1083405341101043712,3.0
924,1085241816197353475,1.0
925,1083288265892028417,1.0
926,1084392120956391426,1.0
927,1082706230131470336,3.0
928,1083175327495540737,1.0
929,1083800709814984705,3.0
930,1084190049988677632,1.0
931,1083515277172789253,1.0
932,1084185593993748480,3.0
933,1085354185967747074,3.0
934,1082263207262277632,1.0
935,1084120282779082752,3.0
936,1084541810599444480,1.0
937,1085606717382119424,1.0
938,1082378670507999232,1.0
939,1082264655249240065,1.0
940,1082888450234298369,1.0
941,1083771996037632003,1.0
942,1082653480538554369,3.0
943,1082955961223008256,3.0
944,1084575114614710273,3.0
945,1082722798970253312,3.0
946,1084495743879204864,1.0
947,1085066158745796609,1.0
948,1085099881373544448,3.0
949,1082293249405005831,3.0
950,1083976285158866944,3.0
951,1084543592847368195,1.0
952,1083041614736560128,3.0
953,1084820370220371969,2.0
954,1082482892536725504,2.0
955,1083701593759989760,1.0
956,1085231518434381824,1.0
957,1084115835856306177,2.0
958,1082999640226754561,1.0
959,1101577260677644288,3.0
960,1096846275738329090,3.0
961,1097600529050537984,3.0
962,1156989528755834880,1.0
963,1161009011979890689,1.0
964,1115690046563258368,1.0
965,1128522183226134528,1.0
966,1164725340616437760,1.0
967,1150422265202446338,1.0
968,1148536746814115840,3.0
969,1163169689649983488,1.0
970,1150562235934097409,1.0
971,1151334863867404290,1.0
972,1150677848719536130,1.0
973,1162822348942323712,1.0
974,1151130492420280320,1.0
975,1152013831175991298,1.0
976,1150941906295238656,1.0
977,1140458109602861059,3.0
978,1130534074299441152,1.0
979,1164891404222570496,1.0
980,1162793047287054337,2.0
981,1149136708966985728,1.0
982,1152030302388154368,1.0
983,1151270693717233664,3.0
984,1148439895578501120,3.0
985,1151119436767727617,3.0
986,1164139533258121216,3.0
987,1161741302700150784,3.0
988,1165012148961103873,1.0
989,1163454273776168960,1.0
990,1149270449530048514,1.0
991,1108641638056902656,1.0
992,1150916815238979585,1.0
993,1147384318853038080,1.0
994,1161612820649336832,1.0
995,1148178797637853184,3.0
996,1162576213124308992,2.0
997,1094829774172770304,2.0
998,1148459944464850944,1.0
